Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,waiting time,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2025-03-22,09:22:00,UBR100166,Completed,CUST1244,Uber Black,Singapore,Chicago,5.4,12.5,0,,0,,0,,10.89,2.02,4.5,4.4,Wallet
2025-01-08,05:27:00,UBR100840,Completed,CUST1118,UberXL,London,Sydney,1.6,18.5,0,,0,,0,,15.24,7.18,2.1,3.3,PayPal
2025-02-15,23:16:00,UBR100020,Cancelled by Customer,CUST1005,Uber Black,Houston,Chicago,13.7,24.0,1,Driver taking too long,0,,0,,0.0,34.82,,,Wallet
2025-01-09,17:56:00,UBR100646,Completed,CUST1076,Uber Comfort,Manchester,Seoul,5.8,15.8,0,,0,,0,,77.76,26.96,1.2,1.6,PayPal
2025-04-23,18:50:00,UBR100818,Cancelled by Driver,CUST1033,UberX,Madrid,Rome,4.1,18.0,0,,1,Too far from pickup,0,,0.0,34.53,3.1,,Credit Card
2025-01-20,09:29:00,UBR100484,Completed,CUST1111,UberX,Singapore,Berlin,14.7,4.7,0,,0,,0,,10.36,1.77,2.7,3.7,UPI
2025-05-28,03:51:00,UBR100709,Incomplete,CUST1186,Uber Green,Sydney,Dubai,12.5,14.5,0,,0,,1,Vehicle breakdown,7.19,1.96,4.1,,Wallet
2025-04-22,13:34:00,UBR100504,Completed,CUST1171,UberX,Toronto,Vancouver,2.7,3.4,0,,0,,0,,125.85,33.75,3.5,4.8,Credit Card
2025-04-18,21:36:00,UBR100831,Cancelled by Customer,CUST1014,UberXL,Melbourne,London,6.2,15.0,1,Driver taking too long,0,,0,,0.0,6.26,,,Cash
2025-02-23,22:29:00,UBR100243,Completed,,UberX,Toronto,Phoenix,17.5,8.0,0,,0,,0,,57.6,19.68,2.2,2.2,Debit Card
2025-06-18,18:05:00,UBR100566,Completed,CUST1092,UberXL,Dubai,New York,17.6,8.1,0,,0,,0,,18.55,6.75,4.5,2.3,Wallet
2025-04-30,07:09:00,UBR100875,Completed,CUST1168,UberX,London,Los Angeles,1.0,16.2,0,,0,,0,,25.21,10.16,2.1,4.5,Credit Card
2025-02-17,10:37:00,UBR100562,Completed,CUST1238,Uber Green,Singapore,Rome,11.1,22.5,0,,0,,0,,7.02,1.63,4.6,4.0,
2025-04-27,14:11:00,UBR100969,Cancelled by Customer,CUST1071,Uber Green,Toronto,Sydney,8.0,8.6,1,Driver taking too long,0,,0,,0.0,20.29,,,Credit Card
2025-05-02,14:51:00,UBR100686,Completed,CUST1009,Uber Comfort,Berlin,Toronto,3.3,18.3,0,,0,,0,,38.16,9.35,1.5,1.9,PayPal
2025-01-24,04:22:00,UBR100957,Completed,,Uber Black,Houston,Manchester,11.1,9.4,0,,0,,0,,15.15,4.54,2.1,4.1,
2025-06-17,05:31:00,UBR100189,Cancelled by Driver,CUST1181,Uber Comfort,Houston,Chicago,8.9,6.0,0,,1,Vehicle issue,0,,0.0,2.05,2.4,,UPI
2025-04-20,07:06:00,UBR100782,Cancelled by Customer,CUST1131,Uber Green,Phoenix,London,16.0,13.4,1,Found another ride,0,,0,,0.0,34.19,,,Debit Card
2025-05-05,08:28:00,UBR100975,Completed,CUST1203,UberX,Birmingham,Madrid,11.6,13.6,0,,0,,0,,22.96,6.1,2.6,4.9,PayPal
2025-04-27,06:56:00,UBR100699,Completed,CUST1030,,Madrid,Dubai,15.8,5.2,0,,0,,0,,22.75,7.28,2.7,4.8,UPI
2025-01-24,08:59:00,UBR100475,Cancelled by Driver,CUST1227,Uber Black,Rome,Vancouver,12.0,8.1,0,,1,Vehicle issue,0,,0.0,,1.6,,Cash
2025-06-22,10:34:00,UBR100681,Completed,CUST1217,UberX,Madrid,Manchester,15.7,8.1,0,,0,,0,,20.18,10.78,4.1,3.4,Wallet
2025-01-26,19:04:00,UBR100510,Completed,CUST1141,UberXL,New York,London,15.9,10.8,0,,0,,0,,46.58,26.28,3.9,2.3,Wallet
2025-06-28,02:52:00,UBR100058,Cancelled by Driver,CUST1043,Uber Green,London,Seoul,4.2,10.1,0,,1,Customer unreachable,0,,0.0,20.02,2.7,,Cash
2025-05-09,01:56:00,UBR100474,Incomplete,CUST1115,Uber Green,Seoul,Manchester,10.9,6.7,0,,0,,1,Technical issue,54.79,22.85,3.8,,Debit Card
2025-06-24,09:13:00,UBR100560,Completed,CUST1093,UberXL,Madrid,Chicago,13.6,17.6,0,,0,,0,,59.85,27.91,2.4,4.2,Credit Card
2025-03-20,01:45:00,UBR100856,Completed,CUST1130,Uber Green,Toronto,London,17.4,8.7,0,,0,,0,,25.29,6.82,1.1,3.2,Cash
2025-02-07,14:55:00,UBR100747,Completed,,Uber Comfort,Madrid,Toronto,,22.7,0,,0,,0,,,25.78,2.6,2.3,UPI
2025-05-20,23:44:00,UBR100252,Completed,CUST1133,UberX,New York,Singapore,8.3,22.3,0,,0,,0,,31.96,14.41,3.4,2.0,Cash
2025-06-09,19:44:00,UBR100021,Incomplete,,UberXL,Dubai,Vancouver,10.5,23.6,0,,0,,1,Route issue,61.46,34.34,,,PayPal
2025-04-23,04:30:00,UBR100313,Completed,CUST1162,Uber Comfort,Tokyo,Chicago,15.7,8.5,0,,0,,0,,22.62,5.08,3.9,4.4,Credit Card
2025-01-11,13:58:00,UBR100459,Completed,CUST1116,,Birmingham,Dubai,11.7,14.4,0,,0,,0,,6.67,1.27,1.2,1.9,Wallet
2025-01-13,23:36:00,UBR100206,Completed,CUST1243,Uber Comfort,Berlin,Sydney,1.1,19.7,0,,0,,0,,21.52,7.56,1.1,4.0,PayPal
2025-03-07,05:32:00,UBR100276,Cancelled by Driver,CUST1044,Uber Comfort,Birmingham,Houston,18.0,15.3,0,,1,Wrong pickup location,0,,0.0,23.11,2.3,,Debit Card
2025-03-07,15:14:00,UBR100955,Completed,CUST1052,Uber Comfort,New York,Phoenix,6.3,24.8,0,,0,,0,,63.91,15.95,2.8,3.5,Credit Card
2025-05-25,09:32:00,UBR100191,Completed,CUST1011,UberXL,Paris,New York,16.4,8.3,0,,0,,0,,57.11,14.96,2.9,2.8,Wallet
2025-03-21,09:54:00,UBR100385,Completed,CUST1041,UberX,Melbourne,Sydney,6.1,21.9,0,,0,,0,,52.42,28.66,4.4,4.1,Cash
2025-01-21,10:05:00,UBR100805,Cancelled by Driver,CUST1174,Uber Black,New York,Chicago,7.6,19.3,0,,1,Customer unreachable,0,,0.0,25.61,2.5,,Debit Card
2025-03-25,02:04:00,UBR100343,Completed,CUST1102,Uber Green,Los Angeles,Sydney,2.2,5.0,0,,0,,0,,85.39,28.44,3.4,2.4,Credit Card
2025-01-28,23:20:00,UBR100769,Cancelled by Customer,CUST1125,Uber Black,Toronto,New York,15.1,14.8,1,Found another ride,0,,0,,0.0,1.73,,,Debit Card
2025-06-21,23:19:00,UBR100156,Completed,CUST1172,UberXL,Berlin,Houston,2.9,3.1,0,,0,,0,,17.98,4.14,3.6,3.1,UPI
2025-03-15,02:48:00,UBR100871,Completed,CUST1248,UberX,Rome,Phoenix,17.5,16.4,0,,0,,0,,77.75,28.56,2.6,3.6,Debit Card
2025-06-02,23:40:00,UBR100087,Completed,CUST1209,UberX,Rome,Manchester,16.1,16.5,0,,0,,0,,68.48,19.43,1.9,1.1,Credit Card
2025-01-02,14:03:00,UBR100330,Completed,CUST1120,UberXL,Madrid,Vancouver,16.8,7.7,0,,0,,0,,25.74,10.14,2.7,1.0,Debit Card
2025-02-20,03:29:00,UBR100620,Cancelled by Customer,CUST1125,Uber Comfort,Chicago,Birmingham,11.1,21.2,1,Wrong pickup location,0,,0,,0.0,16.04,,,Cash
2025-06-24,20:16:00,UBR100121,Completed,CUST1054,UberXL,New York,Paris,7.4,3.4,0,,0,,0,,37.92,9.13,2.0,4.3,Cash
2025-05-20,10:05:00,UBR100860,Cancelled by Driver,CUST1219,Uber Black,New York,Rome,8.3,24.5,0,,1,Personal emergency,0,,0.0,33.46,1.4,,Debit Card
